2309	100
6120	1071
9067	5383
409	4582
7695	6567
6972	9925
1677	6665
9465	2805
1158	1974
8052	9144
4425	5285
3770	7232
6079	7921
9050	4638
6216	65
8591	2719
8947	2667
6369	7040
6210	1038
3117	4233
5284	1565
9800	2626
9995	1126
5889	4240
8641	7887
8400	9737
3183	6346
9982	6241
3951	6790
2057	4288
3808	4915
8489	7478
6297	9719
624	86
3162	3081
928	9935
9213	2020
4968	971
2425	8978
7488	2026
6386	2875
7832	1512
9789	9200
9933	5657
5935	7974
1358	4453
7887	7607
10238	3976
4580	8753
6425	1781
368	5420
4834	2285
8425	9828
6806	840
7013	9224
907	6011
15	5132
7204	2049
7769	1340
3342	5856
940	985
6232	2751
2607	5555
4256	64
5107	8463
4236	5353
9657	6788
1088	8033
5730	6907
7201	5295
7959	1435
971	8588
7740	6941
7449	7830
5778	2291
10316	6861
691	9427
4209	7272
3709	9390
7025	6890
392	5237
4964	7623
8361	8553
9370	6500
1737	7496
1373	8799
7954	2644
9275	3397
3216	7560
4820	6251
4779	1959
993	7179
6153	9996
5544	5847
7743	5346
7105	8153
2493	7822
4199	3621
2342	7662
1904	6369
7212	4719
8718	4499
2058	6546
3925	9493
9957	7742
2664	3241
6480	888
329	9501
3244	6200
6570	5954
2243	8638
4059	3540
1451	4162
8038	5525
8800	4105
796	827
8507	3101
3518	5851
6937	6682
3011	3061
4517	7588
9206	7918
3849	2199
3917	7295
3978	7053
191	9006
10263	685
5333	10013
6861	9259
9644	3493
4744	8351
6827	428
7118	8612
8410	6810
4130	4003
1825	3769
2289	3222
118	955
6487	77
7871	4057
1948	429
2292	6161
8717	2110
7350	7620
7625	5110
9407	8384
10081	1790
8770	7313
1406	4629
8926	9035
6435	4391
7757	4634
3191	2560
3119	5236
7044	9872
3789	1742
5624	6247
2566	2589
5115	8051
4354	7057
6271	3849
6287	4273
3802	1644
6507	3205
8050	168
3297	392
4420	4398
3332	1892
1064	6499
8655	3992
4388	7010
3062	8533
1206	8574
1734	1358
2951	6324
1607	9488
10362	9954
9404	1650
5249	5113
8013	3810
6463	9164
10389	8913
7747	8654
1656	4407
9759	9621
4293	3107
8118	3432
10321	6898
1436	3347
10270	4605
7333	482
5536	3726
9449	5922
890	851
6493	9294
180	8973
7539	5780
3600	2614
319	4770
781	6327
7806	4244
7970	2467
3511	1961
7607	4054
7758	3420
6626	2777
8455	7902
866	9714
2163	2272
8337	6134
7961	6478
3479	4569
5801	8589
8840	9397
4854	7910
3878	9765
727	560
936	2855
2346	5515
6196	7760
9287	8614
3295	5089
1390	7668
1690	6748
3524	5145
7552	7716
6021	2646
4675	9285
1502	8774
981	7905
9023	2741
9021	6402
10300	562
5748	2895
8221	9099
8896	3818
2169	4970
3000	8481
925	290
10231	6838
3331	1207
9557	8565
3658	1754
145	6579
10147	8108
1008	8903
8197	5880
8841	4415
4946	8226
7273	3991
490	7311
5984	8229
9848	6437
3133	8652
4932	452
5874	7229
5059	1442
3405	2014
9778	7016
4716	4718
8513	266
82	92
1802	9689
109	8419
6391	5861
10192	2038
7549	9360
9808	280
537	9942
5728	3688
5595	3659
10135	4070
1684	7942
8151	9530
3316	2842
2366	6042
5548	5518
7510	1234
7677	673
5485	9187
5837	4772
7183	1493
2051	5716
1271	1593
4330	8605
805	4825
295	7453
8099	7728
9364	5284
966	2251
9990	3808
701	9837
5184	3594
6359	7151
7544	9304
1679	1735
2564	1641
9030	1720
4534	3752
4782	6655
1989	3275
3347	3217
4661	7845
1437	3328
2439	1761
2535	6651
5519	2490
8060	3225
9290	7404
7812	2784
958	1003
5695	4843
4424	1789
3464	8497
9953	6183
1401	3648
8153	1302
10033	9324
144	4328
8002	8794
8956	9661
3294	8721
6943	4223
9701	8283
398	412
893	5458
1013	6950
860	2362
2764	4821
704	3280
2382	5537
6581	1915
4944	5108
2452	478
4560	1718
7799	4658
5523	2294
6251	6908
342	5380
8385	7443
3134	6595
314	2578
2404	1534
10194	550
6663	4931
1633	1413
6161	2856
9336	662
5178	8635
2538	8781
9333	2182
4134	4082
9452	1420
2697	491
9911	1026
3748	5460
2069	6589
1457	5504
8024	7571
804	7305
14	1738
10230	9635
9613	1233
1799	965
642	9303
8218	8414
2825	7088
7453	457
8804	3775
7308	1325
1004	9856
4656	2033
9005	784
6858	5850
3665	6046
1787	6557
6589	8477
8233	9873
3401	2169
2326	2691
863	1986
6310	8573
5375	7633
2207	2008
9086	3975
6424	1869
7219	7957
6898	5563
5692	2961
8398	5878
549	591
200	7418
4798	7769
8422	8934
2010	3977
3334	1500
4867	6565
980	3685
7956	1266
1878	5081
6619	6382
10259	6620
2045	7898
1234	2618
7791	7873
9870	7657
6727	6455
2348	6127
8874	4079
791	1445
6605	188
4839	1912
4841	8930
2662	5626
1367	8370
895	122
1302	6133
2685	6030
7824	4602
8585	5048
7614	4081
3858	954
2329	7922
8598	1022
3860	3626
3525	7452
4961	9280
4151	7976
3145	4022
323	5679
3649	1198
10216	9833
7983	7206
6182	5193
9662	3327
1741	5662
3644	9827
3350	6403
4863	3862
996	602
1345	3449
7917	1740
6991	6429
8848	9854
3997	7779
2043	6013
3854	6078
7702	263
9688	8594
6324	6115
10428	8135
10372	5221
6230	1583
4336	2722
8194	3341
8795	4027
2475	7130
7056	754
2956	8634
1680	3247
1742	9857
6447	3673
4053	4550
9048	9018
6010	5839
76	2816
10257	2616
2872	587
7705	4856
8319	714
3567	6435
143	222
2170	5074
8983	475
865	5905
1458	2296
8339	453
3455	5404
5140	7353
7644	3633
1484	6243
5799	1206
10186	7162
7253	2577
3247	6531
8214	6580
1862	5739
10407	8456
9553	8020
1026	7741
6762	2223
255	7291
1285	2217
2029	8728
9834	7157
684	6223
1606	1232
6242	10005
9912	9140
2943	4881
3110	4995
3517	8177
9331	9021
116	1517
6878	9844
1246	3308
747	7564
74	9973
2334	8022
1038	5323
2130	5809
8245	5308
964	2539
4789	5299
9702	8882
6768	5364
7364	5395
4977	5185
3489	8820
9873	7413
1306	2936
3207	8450
247	647
1513	870
6917	2588
1789	6465
8787	5166
5684	8729
8561	9897
8314	6217
2422	3199
5914	6502
1603	4469
5643	2293
8375	207
5860	200
473	2354
10035	2151
2547	7635
6400	575
815	853
7619	6688
6872	2652
1625	1683
8863	9667
8878	8257
3070	3354
3396	1272
839	5775
6373	7486
2844	9155
525	8267
5600	969
3317	4539
7967	5479
6540	9649
31	9429
6936	2190
1245	9744
4628	5241
903	878
4504	5397
7372	357
7506	9819
9195	474
6770	9023
718	8443
5682	9708
618	4164
8057	5936
4244	7732
817	910
687	5531
2515	269
4760	5761
5008	8890
8271	5196
5885	767
8595	8484
1620	5350
4860	1112
251	6349
301	1388
280	6348
7121	6704
1533	4626
6909	8066
522	8276
2617	2663
3664	3601
4058	7998
564	3321
3048	6425
6042	9630
4167	8518
535	5868
7389	1323
3592	3259
9042	4819
5825	9633
6611	9115
5530	3173
2315	4847
8700	723
8546	5966
5932	1027
583	1267
9698	9595
2614	5980
3447	4812
1815	9843
5030	8182
9887	1587
2645	7596
7902	2773
9288	9071
9107	8460
4971	2029
5323	1614
5876	9590
9693	4258
801	2499
6854	6864
3597	9729
6227	7171
5868	7687
6754	7038
3057	5267
9544	7308
7641	6510
2034	4813
884	9909
5845	6645
7527	9578
3249	7158
