5051	1918	71
4858	3134	195
3095	1591	71
2706	8664	0
6409	2064	223
6406	5680	145
3174	4862	193
6945	8975	59
10280	663	284
6490	9284	277
5696	7232	193
1103	9756	71
6085	7436	195
1190	2566	99
5070	2726	124
7710	9752	223
4783	4888	231
8100	10104	195
2593	6778	71
3586	9225	32
10221	5244	195
1274	7682	215
2207	2944	71
3546	1689	223
9246	5873	183
5242	4748	71
3651	3811	223
3811	827	223
6455	3546	223
5308	5807	71
935	5246	195
8200	1747	215
6409	8466	71
5002	8233	59
8885	8248	223
5164	4696	58
2698	2064	187
4648	4810	223
2593	8554	71
3546	6200	0
8159	7469	133
1645	841	71
1245	1640	193
841	10104	195
10120	1707	71
2089	240	68
1159	935	215
1274	8845	71
7260	712	19
7794	10250	188
448	6893	193
2873	6409	223
5079	8801	223
3743	7068	115
319	2034	195
2994	8381	215
10023	6480	42
2966	5079	187
6490	9684	183
10328	1724	193
8585	10214	183
9339	151	7
3174	9375	68
8912	9989	295
4689	10331	193
4550	647	42
6870	3646	45
4136	9130	71
4969	8120	223
8801	2705	215
8128	2355	133
2150	4682	183
7580	4678	223
3292	6722	115
8773	5051	223
1644	6232	223
1644	743	223
1534	2945	187
7865	5855	295
2735	10104	195
4179	6378	240
3942	9053	181
9871	8411	195
4999	1682	71
4465	9660	215
713	6549	295
3090	5425	59
10163	9026	47
5193	4172	193
6586	9478	200
4405	1546	71
2208	3760	223
400	186	295
5230	7761	243
6302	3273	59
8872	5407	195
3446	4262	193
1818	2273	59
2478	2478	187
8342	848	295
8136	998	195
3528	6091	68
4123	9933	71
3534	2478	223
3326	8424	183
7760	5295	115
10422	9533	193
2207	3753	223
6770	6770	187
9157	9022	71
9147	10280	223
1274	151	7
9133	3343	193
7644	3232	257
7475	6406	232
4337	5578	223
8966	5765	295
6145	8337	286
6700	8081	289
6239	8188	39
8874	2469	193
2341	7392	94
7820	3136	71
10023	6809	215
7240	5100	33
6239	701	215
3534	8091	71
4395	3232	193
8885	121	71
7108	3651	223
9319	5632	75
5242	9158	71
6412	2852	188
5428	5600	63
8042	2926	295
7412	7671	193
3134	585	275
4911	7218	195
2011	5051	223
10287	3685	71
8858	5079	187
10280	3279	223
7865	9166	77
4	3469	272
7105	6302	193
9871	7692	111
597	1	71
614	8975	59
1417	935	215
6770	4888	231
5931	747	59
10418	935	215
5051	8983	253
2208	3753	223
5375	6232	223
1520	6294	195
6455	636	223
8909	935	215
2784	2861	12
7120	8733	258
3458	6776	181
8585	4690	183
1818	8049	223
4134	1497	253
7419	5190	45
4480	7748	215
7580	4337	223
3760	6770	223
119	3899	105
4999	1353	215
7380	1520	223
4618	9389	193
8089	3244	193
10384	8801	223
4178	4104	85
4465	9881	223
335	6409	223
3312	2795	203
4123	4886	183
1431	9407	183
4465	8113	174
5817	861	195
3760	5308	223
389	9427	223
4569	4613	223
3581	6561	295
6232	2169	223
9339	827	223
10280	8399	223
4810	9147	223
3343	8471	215
7188	5554	215
8598	3651	187
5277	6710	9
8248	3146	71
5242	6809	215
223	998	63
9114	2760	200
7926	8975	59
9011	827	223
5089	1834	195
4618	3058	23
2556	8080	181
1113	1353	215
5874	9361	232
6920	701	215
1282	222	131
4480	6409	223
6700	4136	289
3214	3615	134
3352	5554	215
8120	6770	223
1189	4244	193
7813	9789	229
4758	3271	215
265	1376	71
8936	1660	190
4793	151	7
480	3188	282
2555	1567	121
3214	7254	251
4465	1747	215
3760	7580	193
357	7980	193
3869	9053	62
1523	5885	68
5063	1533	270
1656	1834	195
7155	2628	71
3760	6490	223
5164	334	253
5230	1144	243
4999	2478	223
9157	4999	193
4129	3927	195
3240	6409	223
4171	879	295
265	1353	215
4989	6809	215
9547	7214	286
6068	9871	28
57	4120	195
6920	4810	223
1103	2085	71
9968	827	223
6822	2834	215
3437	8248	187
893	5645	193
4395	8975	59
3928	2366	59
3826	5932	121
2273	2630	115
9775	5715	195
5662	4258	193
2169	810	225
10016	996	295
9079	827	223
10260	1534	181
8735	2480	195
2593	3478	71
697	8913	207
2049	1796	69
9031	2705	215
4613	41	183
409	7485	71
7962	6455	223
5095	9265	193
6439	10170	71
4758	5655	71
9665	5707	71
3651	597	223
1901	598	121
827	8471	215
6019	9605	183
3743	9536	115
2741	6378	240
6232	8735	223
4758	32	226
3352	5278	71
2472	1783	142
9374	9053	62
8859	1099	223
1520	3811	223
8248	4064	193
8120	6490	223
4136	157	215
3651	5375	223
6022	1782	94
2642	4480	223
4480	6619	159
1986	1834	195
2593	9160	193
9909	8819	193
8801	1818	223
2461	1008	193
10395	537	32
7380	1644	223
1312	2394	71
9928	9232	193
4613	9246	71
9798	4816	295
2208	2514	215
3753	151	7
2593	7313	71
8382	1465	195
5164	10162	193
4962	10104	195
5009	2146	142
2760	7341	115
9788	141	193
7566	2273	59
4648	6145	62
265	2478	223
9909	444	193
1685	7514	94
6409	4810	223
5308	2706	223
3232	218	193
7155	1353	215
1059	7218	195
3546	8859	223
2505	5725	265
3117	9478	200
8600	9496	253
7600	7218	195
3069	7380	223
3185	1886	94
854	4772	102
9011	4766	193
565	2849	193
5308	2444	183
6055	4714	295
8049	1520	223
2169	3590	215
1412	5622	59
1609	1754	94
6490	1217	112
4465	5085	208
3343	5973	215
7999	5703	7
565	274	193
7765	7761	116
10120	1520	223
2556	5049	181
5079	7088	71
8200	4613	223
2726	316	115
2937	7779	228
9287	5090	76
3528	9588	218
2911	2393	193
2994	8411	195
9160	9660	215
3240	5308	223
9147	9257	215
4349	3882	71
222	2705	215
3982	9089	187
4700	4519	62
4751	45	94
10225	881	273
2685	8733	258
827	552	71
10280	1296	223
2478	9160	223
4569	9394	71
3352	389	223
8399	4467	71
9752	7808	223
2461	5696	193
3352	5964	58
7406	6455	223
827	4136	223
5016	10305	193
2130	6559	58
409	3651	223
3069	1567	121
4810	3423	62
3095	7373	183
3771	7218	195
9079	5079	223
5242	3779	71
3352	8471	215
498	9199	85
1644	9596	71
10384	9257	215
2760	4628	195
3579	7888	232
8248	2783	71
1583	827	223
5009	2064	223
6209	5457	77
5242	5061	71
9073	4123	223
2938	935	215
8466	4736	193
8378	4783	257
3458	7291	181
614	8938	71
3870	8381	215
10016	1834	195
3343	10280	223
3080	9654	145
848	4095	257
7768	5458	193
3335	582	195
5932	8281	115
2938	3170	71
2193	6490	187
2323	4758	187
597	4175	259
2994	2994	187
8042	3273	59
9782	10040	71
1159	5487	71
5208	2480	195
900	701	215
5246	4910	145
8831	8721	193
4123	7966	183
1113	7748	215
2076	9053	62
3289	3924	295
6409	6168	174
883	5308	187
7813	6770	203
1008	583	183
6179	9157	223
5375	6409	223
6455	5208	223
1884	6961	243
362	7808	187
2329	5628	145
6179	5079	223
8049	7242	39
7644	8053	193
6464	4888	231
5242	8430	195
4123	5468	271
1644	6770	223
6455	6232	223
2323	5932	121
2216	8818	115
5308	4581	223
10221	9734	218
380	5379	42
6571	2966	142
2066	586	3
10287	6809	215
5177	758	193
1065	8975	59
3727	10311	94
3928	1691	169
4810	5028	48
7979	1687	112
10239	5079	187
222	4530	71
1257	4198	295
827	4337	223
7844	3976	295
4361	2034	195
6884	9018	195
1296	5330	71
1685	1353	215
4678	6304	229
1901	1520	223
8013	9003	193
4064	1974	193
5774	7945	13
597	6809	215
5220	8337	286
4613	5242	223
7743	723	3
2363	5865	32
10085	6532	124
5250	6409	223
2873	7842	71
4123	211	0
5190	1676	145
6409	7492	71
4244	1411	223
3534	5734	71
1587	5358	188
5308	9334	223
4480	1216	253
1254	8686	193
6409	4812	219
10422	5107	77
7755	2971	215
9089	9089	187
3534	10005	215
1627	4440	71
2593	7466	71
3281	4637	182
7052	2705	215
4886	7623	145
2174	8186	161
1152	3976	193
4465	8090	223
4123	64	71
7682	1747	296
3095	5167	71
9788	9278	193
2294	4136	223
1115	9389	295
1211	4244	187
1644	6490	223
1282	9660	215
1644	813	71
334	2034	195
3232	8393	193
9315	1187	281
1417	701	215
22	6218	193
9623	5405	195
1520	597	223
6561	910	121
4665	8117	248
9596	5379	112
4123	1353	215
10023	10023	187
4258	2462	71
4026	4167	183
996	5932	121
2642	9274	215
2642	701	215
4465	4613	223
5818	2872	85
2593	6477	71
4613	5578	223
4810	4678	223
2468	3697	193
3760	3861	174
