253	132
267	60
217	154
198	41
225	126
254	304
168	284
19	251
275	138
93	267
208	216
14	71
244	228
264	234
153	78
56	164
194	295
212	307
197	40
256	233
288	142
97	176
60	81
189	293
47	257
114	273
145	193
101	22
143	29
274	137
297	147
140	30
294	144
4	1
37	253
174	37
220	122
172	287
45	10
31	73
249	231
64	168
1	65
20	252
133	279
161	285
54	259
269	305
234	52
55	162
228	301
179	208
120	184
213	46
157	283
261	58
162	32
17	155
218	299
127	276
279	239
121	26
99	269
44	76
221	300
292	246
84	91
63	167
200	214
163	33
199	116
124	275
138	281
7	249
176	288
282	140
42	160
123	28
283	141
118	183
188	211
48	11
111	24
185	114
271	236
192	294
132	278
238	226
242	303
268	61
79	90
36	75
154	200
139	146
180	111
219	121
224	221
116	98
177	289
137	280
243	131
46	77
98	268
170	248
21	156
195	213
237	225
258	133
13	70
255	55
209	217
33	158
29	157
102	178
59	80
86	16
273	306
25	5
90	19
183	113
169	106
171	36
231	223
186	39
15	152
166	34
125	185
39	254
41	9
117	182
144	101
77	171
61	165
147	194
259	57
229	48
175	205
126	186
88	173
85	92
58	261
71	264
11	150
131	188
129	187
266	235
52	163
280	63
295	145
206	215
