8499	9231	264
7902	3609	175
5333	4575	80
8791	9564	264
615	5706	148
5169	6944	124
2681	4526	193
8581	5333	212
9605	2374	241
2220	2422	237
8340	8075	212
2947	5791	264
3744	6271	213
2920	159	80
7275	3645	63
309	2589	269
2008	4839	264
5177	477	275
1245	8871	124
4560	2457	223
3516	4707	145
9426	4033	84
8047	461	264
5240	109	213
8219	4176	298
6865	3147	212
9028	1783	254
2008	4552	264
2062	6443	124
9941	2873	113
2004	1815	264
96	1851	124
1851	8908	124
8884	11	212
2764	2062	124
4375	115	264
9112	8791	292
2364	6774	213
7994	2220	292
1363	8884	212
2080	6803	298
5169	5901	264
6758	3896	124
7925	1516	14
3355	2153	261
8755	4299	124
8047	5758	264
2062	2535	148
2588	4758	298
1755	3821	292
468	7502	264
2746	5005	84
4712	2364	298
8666	7842	251
2641	4484	227
2588	4144	124
9143	6049	212
9182	2692	212
3543	5169	124
8285	7451	257
1926	8446	212
8075	5944	212
9851	3209	124
3833	9258	25
10022	4277	298
747	888	160
8966	3240	145
2242	3769	213
1570	9509	212
4463	3290	257
2220	2544	113
5048	2960	113
5142	7936	249
8581	8390	84
1972	8603	160
5014	2452	10
1967	9180	264
5507	8864	124
3209	4780	298
8842	2690	124
7297	8499	124
4547	2751	124
4547	5119	124
5911	3706	292
9095	6537	209
1762	7920	213
2256	8632	21
3695	4060	193
96	8479	124
1649	6930	264
4897	7299	298
1777	4143	257
9600	6699	145
1479	4554	124
5082	6648	10
5338	7564	80
3688	506	145
8193	5021	212
8163	4622	80
1290	1290	292
5620	9967	212
8386	191	56
2167	9567	202
267	619	84
5800	5657	264
5024	7564	80
3060	1290	124
3412	2210	31
6073	3164	264
9182	2161	80
2588	1290	124
2008	3124	124
7986	1135	212
4554	6630	212
9023	9023	292
2742	9073	209
3734	8392	264
2878	5473	212
1942	9605	124
8219	7936	249
667	9850	212
8243	6983	124
9306	6134	243
6213	6498	211
6130	5676	64
2993	989	254
4963	8801	83
747	4793	298
7085	5729	213
2993	9837	298
9600	5169	292
5443	1027	26
3060	6088	264
7569	602	112
2618	7905	160
2004	7398	264
4967	8760	96
6595	7263	138
3316	8499	124
2487	3674	264
9605	3020	124
9719	218	250
3660	9306	113
3345	7819	136
963	6976	213
1762	2683	24
4241	7488	80
498	1372	264
4951	5773	80
2565	2364	298
4773	2364	298
1779	8479	124
9023	2457	223
8499	475	132
1479	3124	124
7633	2751	124
963	6098	145
545	8975	84
1779	4076	213
2764	1419	124
4441	2364	298
9457	218	250
7646	3354	212
8479	1222	212
4584	5948	257
1717	4321	202
5048	3329	113
8163	1260	124
4082	3596	132
8615	4143	257
3113	8568	298
8842	8243	124
4554	9023	124
1334	5903	175
7386	6698	94
5109	8053	213
1649	4758	298
8528	1779	124
5254	8324	145
9597	3209	124
1531	5289	92
4897	4730	124
8385	5169	124
5800	4828	113
195	484	212
9719	2422	237
1755	4742	212
2596	159	80
2742	1425	286
9801	8573	46
4897	6744	37
8340	5126	264
619	5522	85
4554	4375	124
5006	5242	124
6613	9711	124
7349	7989	145
2751	4970	124
8662	1103	189
7839	9313	145
5142	8908	124
3349	159	80
9605	9532	124
4299	1942	124
9850	2086	298
4945	2187	298
3896	2493	264
4759	2550	125
2004	4793	298
1039	930	162
3725	8908	124
4553	2852	213
9889	4758	298
7229	7844	50
5968	9837	298
1303	8430	25
6924	1811	264
4284	7504	213
8707	2680	188
3113	5169	124
7451	8140	213
6130	1967	64
6719	8243	112
424	2187	298
8864	9023	124
584	5788	264
7194	7732	212
3821	6309	298
1824	5169	124
9623	2733	264
1222	7936	249
9407	8465	124
1516	6608	26
459	9970	212
4897	6803	298
4554	8842	212
1952	6407	248
1824	1824	292
6230	1273	275
5696	4437	183
8054	6947	26
5846	4143	257
3856	5871	98
6943	123	264
4554	2220	124
5933	4484	227
3355	4494	132
1649	1290	124
5669	472	20
1358	2682	160
3734	1649	212
4158	1178	100
6977	5242	292
4413	5169	124
4042	4425	160
3864	4793	298
9623	4758	298
9425	8479	292
5798	3210	84
7714	8165	84
31	9170	213
5968	4299	124
2947	5090	264
2868	8908	124
5417	5924	298
4707	6170	236
1610	4634	56
6261	6042	80
4069	8053	213
7650	1027	26
1728	4143	257
4622	6186	25
7026	5091	146
4427	6991	112
9594	8277	212
4970	3298	126
3808	8376	80
3231	602	145
2426	8908	124
4415	917	193
6719	7085	146
1086	3161	213
8047	721	264
2162	5622	119
5091	7276	14
9151	4780	298
547	5911	113
9711	6356	113
7347	4897	64
6386	4979	175
2742	7801	209
4582	6447	264
121	2764	124
9090	8493	212
5190	8338	188
3821	867	264
566	3209	292
96	498	124
7529	6947	26
8315	7564	80
8908	2086	298
2626	7892	209
4697	7177	113
3833	1423	25
7115	9837	298
