11785	4483	256
12980	2360	29
10234	6071	188
620	7968	249
1342	916	29
6052	5176	267
10597	9008	304
8266	1474	298
6438	10208	12
11589	9318	134
5867	3486	188
4345	9502	12
1180	1995	65
118	3130	29
4214	8474	265
4488	5736	256
3351	10850	229
3017	2206	283
10652	409	229
10907	1777	308
12153	12749	283
4782	10367	29
7863	6610	239
5929	9489	249
8207	305	29
8974	5791	304
11104	12669	12
9115	4174	283
12153	4805	283
5156	12792	12
4448	3441	108
12980	8224	264
3457	5010	254
10110	1886	283
10539	62	188
2126	1331	249
5369	2579	283
67	8119	12
12111	10796	283
6751	12193	188
12602	2126	249
7442	11028	249
6645	9021	6
1410	5580	249
1512	11268	283
12153	1249	283
2494	3334	259
876	8062	249
6096	12943	283
10763	11589	304
5456	5103	283
486	5432	188
9581	6214	298
3407	8677	289
6096	5765	12
1539	1515	249
7208	3856	105
4522	11994	249
4508	7873	208
2970	5837	245
9073	1331	249
4829	11538	253
12052	919	188
5400	2981	304
4595	11513	29
11028	10367	29
8166	10367	29
8225	9233	249
3085	9917	179
10031	3911	77
9994	5456	304
9063	6926	51
4029	4029	149
620	2460	308
4005	2243	304
12935	12597	29
4931	9047	304
1549	2929	256
5775	234	66
7701	7605	200
518	12678	283
2932	1410	289
12237	3408	304
3511	2050	293
7405	10377	283
4728	10319	283
8225	8845	249
7641	11994	249
4157	1296	249
8712	11277	249
6268	5836	12
3214	4693	58
8403	2126	249
5274	1808	283
8122	7873	208
518	6102	312
7615	10945	249
10041	152	229
2009	7553	304
11026	1118	277
6512	11277	149
447	12266	208
3780	1568	304
745	916	29
9233	5078	38
5867	11292	52
9193	5778	67
12111	389	283
2930	11596	51
2712	3203	315
3017	4742	283
6281	11978	283
7733	7733	145
10219	8516	188
2932	1859	289
5223	5117	249
10865	1608	279
2028	11140	304
1802	7350	12
888	368	202
4952	5298	188
4400	5670	82
763	10754	283
1255	9269	29
7641	4488	249
12484	9315	304
13000	1440	283
8775	9075	235
8890	7574	145
518	12529	283
4888	4005	12
412	2126	249
7394	5117	150
2334	8109	283
12204	11106	58
5578	9193	188
4496	8155	12
4755	1949	304
8890	6941	12
12858	1531	188
8836	4958	145
8712	6142	200
6841	2265	208
1735	12249	283
573	5663	233
2494	3104	29
12876	6061	304
7070	2639	188
4820	12635	56
5740	11611	289
412	1756	304
9344	12321	153
11292	3448	29
5580	7174	328
9021	2969	149
3142	8924	108
1311	7620	283
4835	12479	4
11387	12320	253
2494	2494	145
4522	6228	249
8909	5929	249
9599	8490	249
664	8062	149
620	1255	249
5877	2541	188
2960	2639	188
8335	3249	263
7641	1410	249
11659	5465	188
10539	6328	144
9489	2963	283
7183	7882	263
10208	4212	12
8653	9973	208
7641	10605	29
1296	6714	24
1512	3103	200
6281	4654	283
3017	12184	283
4448	7880	292
796	8183	29
8062	8261	29
12153	812	283
7005	10698	45
7031	4488	249
8909	1959	283
3935	7407	155
9233	485	256
9233	8261	29
10766	2876	12
4248	5650	249
3975	12504	188
320	8277	56
1410	9560	249
603	7998	51
11310	3859	108
6173	1392	180
1694	5791	12
9599	10571	304
3538	10253	141
2334	2068	283
2126	5481	51
11825	1428	188
2483	12371	304
8909	305	29
9292	2687	259
6576	1255	249
4690	10202	5
7197	902	310
8062	3552	249
12153	480	283
6228	8062	249
4728	1576	265
11644	8062	249
6769	4675	108
12038	11854	249
4452	6892	283
10945	1532	249
2954	6399	304
9489	11337	29
11394	2825	283
12143	5424	245
5159	13041	12
3017	12317	283
11785	5353	141
12207	44	181
1291	2423	119
12670	11492	188
745	6980	308
12935	9269	29
7665	12038	149
11028	4772	283
11028	2002	283
12038	2316	283
12038	8498	283
557	6601	128
2666	481	108
7495	3856	105
1643	7641	153
6347	1118	180
2558	6880	303
1684	2207	12
4522	3017	249
11994	546	188
12038	8333	256
7027	7881	29
1410	9233	249
10962	748	263
2360	2335	70
1331	10677	256
6512	7335	188
8909	6746	283
10539	6476	271
12498	3275	12
4818	6734	304
7704	7704	243
10713	745	249
8872	5823	56
7641	4015	200
5929	763	249
10945	8166	249
4522	10836	29
11994	3230	308
7232	3943	283
12221	4936	304
1243	10365	12
10892	2335	70
7502	7840	12
1515	3457	249
4508	12937	154
1735	5432	188
11659	1981	188
10400	1925	191
4161	11785	149
4040	9269	29
11795	9728	208
2334	10713	249
4488	11026	249
618	3021	304
1331	5580	249
10177	6587	12
1410	9793	283
9345	2222	29
2825	11727	304
10236	5351	149
12876	9013	304
11589	2639	188
10713	2639	188
3663	11106	58
9626	4545	18
9599	419	249
6943	7839	29
5456	12689	283
12050	5929	249
3474	2551	12
5667	7732	262
9233	7832	45
8776	1048	283
7699	8116	229
12980	3130	29
6645	10448	283
7227	916	29
6576	9292	249
1694	2488	208
6609	1342	249
13022	13022	145
7437	544	304
3104	8166	71
8062	3061	312
11277	7200	29
12014	12585	188
10520	10520	149
2798	4470	108
10520	4662	283
12935	6250	236
7641	11250	308
7985	4516	208
4428	667	145
1756	5807	56
4488	8490	249
10713	10507	283
4594	11825	197
365	4567	56
796	10367	29
676	6877	304
5619	5812	283
2427	4666	180
1291	916	29
10043	8476	188
12460	5481	67
7977	6405	125
13000	3864	283
6695	2660	306
9809	12363	283
557	2589	298
11981	12941	306
2253	12504	188
596	4601	6
419	118	249
3309	10665	283
7701	6363	265
12031	2493	49
5301	12193	188
12153	6472	283
12038	10668	249
11420	9677	289
12423	11828	253
1331	7153	283
4488	11513	29
7676	2302	289
1311	9269	29
1684	2265	208
1734	6391	149
10430	7873	208
6954	1410	304
1255	3822	38
2126	620	249
10177	10892	288
10121	1562	208
3552	4090	29
5896	10208	316
1515	1331	249
1022	1981	188
8974	1744	12
8776	8776	243
10909	7518	283
4931	4931	145
7968	4103	6
5177	5905	12
3952	8214	283
7232	10621	283
1536	1715	308
5047	8194	163
2887	1035	197
12878	4891	304
6727	7296	108
9930	6033	283
6342	7676	188
3200	10419	83
