281	170
159	281
53	223
276	157
260	87
240	278
153	244
136	198
124	156
126	166
241	277
105	74
22	101
123	145
194	107
103	72
243	3
169	9
299	259
132	192
127	175
219	188
85	21
83	16
154	245
195	115
37	151
68	264
157	265
7	30
150	239
61	240
82	10
3	17
269	128
248	34
192	102
90	42
263	110
8	33
86	23
81	8
206	150
214	169
236	256
306	273
6	27
201	125
200	121
2	13
188	90
50	209
182	63
303	266
178	46
149	236
203	141
92	43
208	155
165	0
112	97
59	238
155	251
48	205
78	297
40	185
135	197
24	108
311	292
39	173
301	263
290	214
94	49
143	218
297	253
152	243
277	158
216	172
289	204
80	6
110	92
42	183
231	233
138	203
232	237
9	35
244	11
286	199
310	290
262	105
144	219
227	207
19	85
246	15
242	289
305	271
223	191
275	153
20	88
12	51
180	54
75	283
131	190
72	276
304	268
288	201
162	287
58	235
119	131
98	58
250	36
270	129
234	249
218	177
17	79
77	296
198	119
166	4
254	70
256	76
13	56
183	64
88	29
47	202
298	255
63	252
66	261
43	189
284	186
176	41
226	206
106	89
89	37
25	113
41	181
177	44
193	106
140	210
125	160
274	152
186	84
278	162
197	116
117	123
251	39
11	45
175	40
71	274
312	291
170	14
