2491	3083
4153	7886
379	7586
7884	2660
4532	4639
4228	632
7961	4464
1621	1640
1648	3776
778	1347
2065	5870
6751	3680
2162	2456
8146	7752
2858	3454
5063	8168
848	2142
1094	3582
3011	3607
8	5762
7556	779
3854	6117
5297	6114
1355	2529
5065	1988
5362	4455
6297	2944
7759	1900
522	7061
7158	7872
575	6602
856	4660
7706	4181
1218	7906
7357	7730
7536	4422
4842	7996
2966	139
517	7033
3399	5928
611	691
221	7806
5529	6676
7174	4941
2225	2550
8175	4038
7123	6967
6132	311
3616	6486
1517	2981
5579	1848
1397	5586
2018	1482
7335	4485
7827	3691
1329	2697
1258	2096
5583	7270
2147	4916
1760	6564
5139	5572
6912	6245
1423	239
3426	6681
1066	2583
2222	2843
4293	1417
146	2038
5896	2224
4262	5632
4023	1157
4792	6668
545	3302
4399	2783
1054	3168
1460	3231
946	5526
2523	4472
6107	191
4768	7325
2902	4876
7906	134
2205	4938
3187	1532
1179	2503
2425	6806
1609	2320
2943	2689
6127	2470
2231	2192
5460	1156
1524	7463
7041	345
3279	2048
2119	4785
5717	585
3471	5583
3263	638
5619	7013
2779	3314
687	1973
2115	192
4932	4402
2251	5575
4062	3002
502	8066
2728	2869
6424	6917
5214	4183
5557	4231
4525	5996
5194	4456
6010	741
3696	2623
7225	6617
81	2085
6447	834
2846	4809
4275	2849
4608	3322
1457	7012
6916	125
2080	2084
1202	4235
4657	6125
1827	6102
2247	145
6456	5594
7605	5018
3497	3572
1521	7424
6318	6323
5516	2234
3945	3636
2578	5788
3447	4796
8226	2457
5839	1968
7491	4001
4790	1734
718	3016
6269	5437
4035	1850
1928	4899
4792	2706
3565	5088
5133	5306
254	204
7836	1940
7949	8166
2828	6227
7273	1130
4231	8123
1941	615
5005	3329
3480	91
6723	949
2732	3058
4806	4249
7025	6644
8149	6724
844	1829
7681	4504
1539	5175
4858	7292
7765	5023
7686	3217
7429	6994
6548	5618
341	4180
4391	8093
2722	2677
6134	4491
5765	1930
7712	288
7910	3441
374	6699
5314	0
5733	4322
1778	6710
7811	6833
5669	3054
6161	6639
5612	1753
4171	5019
5758	8005
4276	5915
7532	8181
7211	6342
3862	567
7210	6076
4555	2877
1903	5590
5796	4679
7888	8048
49	6890
1130	362
7419	6118
4594	3983
2193	1475
4145	7196
4786	2803
2963	7733
2445	4625
8186	5890
7053	6910
4965	2789
2516	1450
3640	3996
7864	3813
275	248
1571	4913
6241	7450
7928	3502
28	2328
5247	6315
2669	1016
4184	6980
3427	3275
7830	4207
2810	2743
4565	5582
126	3700
8066	6941
5205	5640
1495	5564
2143	7279
1114	147
5525	6249
7991	4803
3403	3871
4754	7750
3281	6212
7705	292
3817	1744
2783	39
7242	4937
1590	5922
2593	6971
8141	7899
5371	1876
7523	76
282	1468
1841	5729
7077	6529
2776	4886
3792	3259
5131	2482
2599	6788
30	8105
764	5770
5537	1359
3119	4215
1461	2346
4253	7346
1229	3761
8133	5063
3378	2647
7787	557
2290	3118
3030	5846
4920	3820
7345	7207
7187	186
2362	2544
1805	1945
665	4008
1061	1626
6803	2343
7709	6677
7941	1978
4968	3573
1170	689
2309	7958
4458	5024
5210	7035
5658	5573
5512	8178
1923	5648
2358	7173
5539	3153
3257	3475
4653	3455
4945	2515
2340	2399
5520	846
3506	3588
7251	4448
6653	4759
5960	969
7249	553
343	2987
2011	3361
6103	5359
1239	4651
6943	7970
2473	2903
4550	108
7618	7630
1663	7776
1337	2332
7359	6381
1550	672
5652	7651
837	4742
3626	4193
1392	6253
1059	5534
4524	1073
1915	1964
3921	6840
2995	1557
3188	7969
670	3298
4915	918
2200	1694
6478	987
5430	3396
7008	3142
15	363
6173	578
2956	7430
4772	6349
3597	3623
2061	5787
3958	3812
2792	8157
2879	7614
1339	5566
2350	4648
1118	4792
2357	2340
388	1698
5396	5920
2808	2453
6152	532
6002	6453
3405	4811
5124	3845
3754	5474
3509	1195
8152	6298
3028	115
906	4946
892	3672
2064	2497
2616	8159
1034	2351
509	26
6167	5472
3930	4140
1167	3437
6981	8116
1237	5569
5238	6935
5937	4112
7643	397
5151	6389
274	744
88	1505
3161	236
6512	3781
